Lat,Lon
41.041320421707184,-87.51640740413438
42.09013298,-87.68915558
39.45302347,-87.69374084
38.81664153,-97.62573242
39.57271402,-86.35784912
38.92940099,-94.39599609
41.95435347,-83.66780853
38.24883451,-83.43732452
42.68240272,-83.50158691
40.11912498,-82.81302643
39.28017919,-84.57103729
42.33901407,-88.03287506
39.71634896,-86.14766693
45.56875545,-90.3940506
41.61079935,-93.56027985
41.9941737,-85.60514832
41.46891644,-87.68016815
42.82766923,-82.757164
40.43641605,-86.91741943
43.5220329,-84.2220993
39.71202625,-85.96994019
38.09167773,-87.57395172
42.38116667,-83.40740204
38.84363896,-94.47149658
41.58984801,-81.53755951
42.52308072,-83.14215851
41.78456978,-87.88420105
44.66697329,-84.71311951
42.10183489,-83.25028229
42.42872805,-87.94087982
37.55112908,-93.4046402
42.00665524,-87.85079956
41.15291193,-87.87430573
42.91589127,-88.00623322
42.62731192,-83.14471436
43.18327044,-89.44833374
38.61416678,-90.41915894
43.85759862,-84.7995224
39.84443921,-86.38779449
46.00974436,-91.48283386
40.04602595,-86.14517212
42.93679766,-83.25357056
41.78279118,-87.62498474
40.27401612,-83.34568787
40.02991224,-86.07362366
44.55402493,-100.0670853
37.78169559,-84.19862366
37.74577835,-97.49848938
42.44796089,-84.83488464
42.67559944,-89.04241943
46.72174227,-92.45991516
41.4380377,-81.63841248
35.49829804,-101.3965683
42.10849008,-83.26508331
41.71193603,-84.13425446
41.25532449,-83.64955139
42.49173795,-89.02828979
41.95529524,-88.3549118
42.63157899,-82.93634033
38.12189256,-97.345047
44.88564381,-93.37921143
42.80105345,-85.60561371
41.4102805,-95.95614624
41.81378125,-87.64796448
41.76677761,-84.99942017
44.62349885,-88.08364868
37.15021286,-84.12535858
36.50763744,-87.03797913
38.40687793,-85.3640976
39.14806295,-84.42982483
38.44322119,-88.92695618
40.20253758,-85.38279724
42.50740402,-83.75198364
37.39099157,-85.89284515
44.73343965,-90.16731262
42.42351769,-83.03154755
37.60761111,-95.1675415
40.11520329,-82.99734497
44.79726503,-93.20790863
42.76061013,-82.78355408
42.92404432,-87.94808197
38.98240727,-84.26667786
42.41058891,-82.95276642
38.27627201,-90.70034027
38.31520195,-85.70452118
42.26611134,-83.40794373
39.9188513,-85.65158081
36.31305929,-95.90544128
42.3918073,-83.43901825
37.14529573,-83.20549774
42.34163551,-83.33579254
41.77045866,-87.83525085
41.70390507,-87.67006683
36.1023251,-95.77850342
39.56735427,-86.1164093
39.10306454,-84.51679993
40.63202948,-89.39284515
39.60166464,-84.12574768
42.91924292,-84.88809967
44.12844974,-84.48571014
46.0289262,-95.37780762
39.01363342,-84.35939026
41.83247552,-89.66870117
43.08778371,-83.98692322
38.82833876,-83.78665161
37.99835081,-84.89792633
41.7717652,-87.86257935
39.93866716,-84.62193298
42.36766147,-83.25253296
42.57323229,-82.91410065
41.49772504,-81.96038055
38.51005755,-96.16886139
45.2342752,-83.45116425
40.44565596,-82.54107666
42.37351143,-83.61834717
42.02758373,-91.62789917
38.12068803,-85.71295166
41.55496494,-81.61727142
37.86863113,-87.4932785
39.56228735,-84.61082458
37.72358615,-85.89730072
44.75644845,-93.36811829
42.48210979,-83.29309845
36.41286717,-82.40676117
41.64127098,-87.77404022
41.34812636,-81.68359375
39.43172942,-84.49346161
43.28661561,-90.42185974
41.85899064,-87.68447113
40.97859694,-96.63043213
41.34040491,-82.20762634
39.95300848,-84.0249176
44.22685531,-88.44600677
41.68301696,-87.73986053
41.06588667,-90.04398346
41.8641876,-87.82224274
44.99247427,-93.26525116
38.62775837,-86.48187256
38.48896016,-85.1608963
40.07052576,-83.43952179
44.87573383,-92.72003174
42.49826258,-83.23902893
41.51350615,-87.88935089
36.36224532,-86.32110596
40.0940005,-82.86604309
42.63843435,-84.50133514
42.91272923,-88.08726501
43.23950705,-83.76435089
42.48822461,-88.99937439
38.84623079,-92.30838013
41.6597182,-87.4322052
40.87323233,-82.01248169
39.64122667,-89.05313873
40.92796508,-84.06137848
42.35277256,-83.19978333
41.91931541,-83.56768799
37.68726205,-97.26228333
41.60200448,-87.36362457
43.30008724,-85.27846527
39.25758911,-94.45145416
41.32415319,-85.48208618
39.64238699,-85.12812042
39.20530195,-94.49264526
38.64392766,-85.05970001
43.12724365,-86.25131226
39.21052026,-83.38916016
38.5501783,-91.00404358
40.10788391,-83.7644043
43.09981276,-88.22490692
37.58224555,-90.43974304
39.09082104,-84.51298523
42.43584721,-83.16110992
38.03189848,-84.52155304
38.37074901,-98.76529694
42.90200874,-87.90636444
42.86729535,-83.45128632
39.81326012,-86.01755524
38.24220579,-84.56287384
42.27376376,-83.20957184
41.66430757,-87.98451996
36.90089856,-94.47798157
43.68681179,-89.46975708
37.52176536,-82.77055359
40.9586001,-83.8230896
42.81790672,-85.07486725
38.5284942,-90.34926605
42.00748572,-87.79162598
39.8129842,-85.8395462
41.6958404,-83.47789001
41.03537141,-85.03646851
41.64052211,-83.5220871
37.76146025,-97.38838959
41.64050605,-87.62858582
44.8558738,-93.28453827
43.19893084,-87.98886108
42.73408822,-88.11545563
42.7001593,-85.69180298
42.50987399,-82.94527435
37.72494685,-96.97132111
41.3272796,-96.15506744
38.81252421,-89.98678589
39.29458638,-84.19330597
38.24517791,-84.26752472
38.25938836,-85.74514771
37.81945486,-96.85088348
43.10972691,-85.72147369
39.68107583,-86.0632782
44.81366738,-92.9836731
43.01879836,-85.64600372
42.32280593,-83.48777771
40.66348695,-82.55104065
39.91804164,-94.83322906
42.28308613,-83.27669525
40.73162308,-82.79442596
43.55156885,-84.01433563
45.10527832,-89.14741516
41.94082856,-87.72233582
41.78003836,-87.53581238
42.45015873,-85.85873413
41.35182208,-85.08229065
39.88113103,-83.01786804
41.43741037,-97.35575867
39.00368201,-84.61197662
40.02796477,-83.76954651
41.99935152,-87.8328476
42.29116493,-82.94121552
42.85604269,-83.59809875
42.42595391,-83.77938843
41.61229218,-87.33513641
39.88666428,-86.26763153
42.29796878,-83.37651825
39.89288311,-82.99686432
45.1325332,-93.09539032
42.0529544,-91.71520996
41.98374007,-87.67043304
39.76810062,-82.87415314
42.46308356,-85.15296936
39.81542336,-85.721138
42.88986864,-85.63012695
41.56511376,-86.21643829
37.97758963,-84.57936096
41.18234822,-96.05249023
39.58582775,-89.61553955
42.75522015,-86.01419067
39.04291021,-94.60914612
39.60384752,-86.15801239
45.05108873,-93.05463409
45.16393536,-93.16546631
46.76993419,-96.76531982
40.51740897,-85.21744537
39.94683892,-84.15711975
39.64805584,-84.17063904
43.25788318,-83.34793854
42.2257775,-83.04281616
38.93996057,-90.57720947
42.29613285,-89.01629639
42.14481413,-87.95877075
42.10399067,-83.17531586
41.38597867,-81.64302063
40.61641514,-84.14712524
37.71830792,-84.78923035
42.34340678,-83.14459229
44.92606237,-92.95844269
41.80829617,-87.74253845
41.31069892,-87.63534546
39.98074567,-84.42196655
39.68140675,-84.25257111
39.03553259,-94.63883972
41.59755686,-87.58418274
41.99975464,-88.07894897
39.98867118,-85.76988983
43.05489215,-88.00268555
41.94508832,-87.61943054
41.27684039,-85.26621246
38.0123302,-84.17576599
44.93894585,-93.11779022
38.49262388,-90.27268982
39.55297509,-87.41163635
42.34400144,-83.47842407
39.75822172,-86.02629852
39.6573787,-84.05271149
42.43811509,-83.25378418
41.94251734,-87.70991516
41.96343158,-87.68911743
44.85600103,-93.42989349
42.22517892,-83.05539703
38.89550937,-94.63967896
42.14313367,-83.1880188
42.85208937,-83.03335571
43.46273461,-84.66688538
48.17434752,-96.15727997
43.90574103,-88.58091736
38.06979166,-85.87133789
41.49394224,-87.75282288
42.89998402,-96.48766327
43.27986283,-87.91569519
40.62485482,-99.08447266
43.2119595,-88.02249908
42.32099581,-83.17531586
41.51336424,-87.02536774
36.96869989,-93.46252441
39.70693557,-86.39559174
40.50671212,-86.16395569
39.67278039,-86.18061066
42.21317298,-88.97873688
39.03592255,-90.14949799
39.61139989,-86.05863953
42.58288428,-83.43984985
42.08208042,-87.97476196
43.09739762,-89.48616791
40.33637333,-86.12606812
40.73154498,-81.91213989
40.58489412,-89.63210297
42.73961478,-87.85128784
43.23151386,-88.27331543
42.51047311,-85.17964172
42.82681275,-82.49761963
44.6011922,-86.09824371
42.41078584,-82.92485809
39.82209781,-83.81642914
39.28966442,-82.97476959
38.45398907,-85.74609375
43.47093528,-92.99048615
36.98810295,-89.58004761
41.58077852,-81.57185364
42.60952925,-84.50559235
36.35362529,-94.09394073
44.74719088,-84.08851624
41.53980851,-81.78005219
43.75662477,-91.2208252
38.9561561,-84.43170929
42.77585536,-100.5410156
43.05543371,-95.47415161
37.6742673,-97.46170044
39.22656097,-86.42347717
42.37425678,-83.7856369
38.72513983,-90.25403595
38.55914664,-90.36769867
44.34399528,-88.48320007
38.12810672,-97.93577576
39.82124279,-82.65299225
45.01686547,-93.02276611
45.06714799,-92.93300629
42.85096082,-90.47523499
40.04441828,-86.27793121
39.88563676,-86.0763092
42.33838912,-83.19952393
43.0121267,-84.54999542
40.64934654,-96.72198486
37.40582921,-90.62817383
41.54405674,-83.66455078
37.07688162,-100.9221573
39.99592403,-83.01939392
40.40562939,-85.44168091
38.98669631,-94.75976563
42.64877966,-84.54903412
42.3447014,-89.63356018
38.17220097,-85.80474854
41.99206487,-87.75509644
42.14681781,-83.77050018
43.11672104,-87.9463501
37.45090938,-82.94098663
42.3737613,-83.0742569
39.53867511,-84.33135223
42.07314787,-87.81596375
44.70820436,-92.58400726
39.09065135,-84.38599396
36.03901253,-96.00597382
40.56489076,-89.61248016
44.53802416,-93.25730896
38.92997486,-85.38945007
42.66388816,-82.96331787
39.18895689,-84.79225159
40.6152016,-91.71475983
39.41205734,-84.50549316
44.82504427,-93.31067657
36.3745663,-86.58868408
42.37344338,-83.20572662
37.91442572,-98.76049805
39.6487564,-89.70772552
41.71415245,-87.76598358
38.09801237,-84.8456192
43.18283288,-102.1014252
44.03544964,-86.31289673
41.3721139,-87.19786835
42.02631549,-87.70375061
38.02309851,-84.52955627
40.57635109,-82.57411194
40.92541446,-90.64823151
46.8182942,-102.7887955
38.15733634,-85.56227875
39.88715387,-82.77375031
37.70061049,-83.55137634
36.07245804,-97.05753326
36.86459157,-83.29788208
38.38428454,-84.54347229
40.90407816,-85.16472626
41.56166193,-93.59934235
43.25828995,-87.95748901
41.46505169,-87.64108276
41.57174293,-91.61180115
38.45126172,-87.76454163
39.75943354,-84.29621124
39.11475203,-84.66120911
44.80692974,-93.1889801
40.06185258,-83.06612396
39.86870411,-84.92712402
45.09942857,-93.29368591
42.0907859,-87.95810699
39.15650014,-95.72370148
42.35135847,-83.4850769
39.70899481,-86.23841858
39.71122553,-86.12643433
43.51511368,-84.008461
41.38007187,-87.36219025
38.99282312,-84.62523651
38.4959326,-92.14809418
42.81330415,-83.13450623
38.00949233,-84.49136353
39.76148057,-86.20615387
43.07897729,-88.05109406
40.21244764,-93.38458252
41.94473009,-88.09754181
42.21497946,-85.56242371
36.53309665,-91.87728882
42.86583688,-83.7325592
41.41704298,-85.84011841
36.11532637,-95.83095551
41.78785044,-87.63009644
44.25401385,-88.35105133
41.92718705,-87.90671539
39.98909627,-82.99223328
40.52859598,-85.66249084
44.84494408,-92.83901215
42.6105796,-83.37355042
38.40060641,-85.70476532
39.71358923,-83.05957031
39.12240798,-95.09488678
41.00935312,-85.50678253
44.67848422,-88.02294159
43.23631194,-86.20352173
41.48725569,-81.75498962
38.53266546,-90.38674164
38.68742383,-84.34391022
40.33324249,-86.12699127
38.36601866,-85.68533325
42.28075265,-87.98588562
42.11001088,-92.9070816
41.8436163,-87.67377472
42.84242009,-84.072258
42.61944009,-83.06422424
40.42784771,-83.10191345
41.94070248,-88.34902954
39.63276965,-83.93374634
38.4960995,-90.26911926
40.65384401,-89.61841583
42.1197307,-84.98126984
42.15337972,-83.73565674
41.72921459,-83.66481018
43.97078396,-83.95868683
42.72014877,-83.57618713
40.76110041,-89.57881165
38.23723073,-85.58862305
41.51892125,-87.64825439
42.13597133,-85.51860046
41.93293222,-87.74860382
43.53554682,-84.0163269
45.83151464,-88.06435394
39.87168727,-85.84168243
42.10468676,-85.56807709
41.45966039,-82.02180481
38.36704678,-90.38764954
43.13480065,-83.77583313
41.2307234,-83.10501099
44.65407273,-93.32980347
37.3619979,-84.67536163
36.46081979,-88.31422424
41.92262618,-86.41876221
42.99226144,-87.94838715
36.3404113,-82.38102722
38.31629943,-85.81944275
39.13591864,-84.54782104
36.46817517,-86.66352081
36.97084725,-86.46665955
42.08220698,-88.13926697
36.9803374,-83.311203
36.40924155,-89.17771149
44.94101692,-93.3483963
37.75643432,-85.46136475
38.93718357,-94.66668701
41.60119225,-86.27526093
42.72440248,-82.73692322
42.11900116,-83.26259613
37.8264784,-87.88766479
41.41683296,-82.66440582
42.04424715,-87.82416534
44.77762229,-93.28765106
41.36622635,-85.16382599
41.77975576,-87.77412415
39.8183584,-84.15866089
44.55877152,-85.17340088
42.30943635,-83.54244232
42.40925513,-83.64586639
44.55039916,-93.55801392
43.69550399,-88.45265198
42.98646842,-87.95140076
42.19444894,-88.25859833
42.85051745,-83.69169617
40.97122755,-102.2626419
38.15166978,-85.77432251
43.50576233,-88.15335083
43.17137356,-87.91292572
40.61149672,-86.06859589
42.77195755,-84.50419617
40.4271701,-88.95739746
41.95632873,-87.97943878
42.77126078,-83.27965546
41.71217353,-90.19232178
39.96022037,-86.00942993
40.05147317,-82.9158783
42.55140124,-84.54788971
42.52823185,-83.18476868
40.0347186,-86.06961823
44.84736271,-93.62045288
36.22917286,-95.85024261
37.99920104,-84.52666473
40.12341326,-86.02186584
42.3815953,-87.88048553
41.89268149,-88.03678894
43.10601895,-89.51648712
39.64623574,-85.76955414
43.59848548,-96.81510162
42.01081187,-87.90131378
38.63088855,-89.80667114
39.12694072,-84.63135529
37.92684899,-87.14789581
41.64444644,-83.68264008
39.98987004,-85.38254547
41.35163565,-82.18434143
38.55408256,-90.30173492
41.9913399,-87.88895416
42.39722641,-83.44438934
41.86444052,-88.14864349
41.32716823,-85.1607666
39.01342103,-91.97042847
42.63827479,-83.30683136
37.91519245,-88.93244934
38.97933943,-84.51217651
39.03390564,-94.81624603
42.40293967,-83.90899658
39.92404345,-83.07423401
45.12926103,-85.34911346
37.21251181,-88.56736755
41.19865547,-83.59107208
42.88013542,-85.66501617
41.19529318,-83.13444519
44.90835416,-93.60231781
37.72475728,-92.65792084
38.28840729,-82.46204376
42.19666476,-87.95986176
39.980552,-86.90205383
