Lat,Lon
35.07366777537745,-112.51754559312506
32.28505568,-111.8195837
32.20834933,-111.4341027
34.048762,-111.9288717
35.2338864,-114.3057523
32.82029877,-110.8621654
39.53705419,-114.7519081
33.4467594,-111.3653269
33.72766542,-112.0444754
36.34726459,-114.9497404
34.12789546,-108.9681595
33.42232383,-111.3701289
33.72338335,-108.9336146
36.39781974,-114.9567277
36.00138226,-114.7491227
32.95423833,-110.7317451
39.42931406,-114.6935367
36.17273188,-114.486538
31.99163926,-111.5230462
33.35318166,-111.2939618
34.1418906,-109.0008453
36.45006276,-114.9261548
36.41282316,-114.4818724
33.53045391,-111.9032861
33.97579097,-112.0122259
36.12506867,-113.6182089
33.27407607,-111.536739
39.82422899,-114.6248312
35.08065471,-114.1750919
36.33118217,-114.8962683
36.22907458,-114.769823
39.44011705,-114.7762485
35.60419806,-111.6906698
33.29601144,-108.9039402
34.8351866,-111.3076984
36.44628159,-114.8498965
34.0097787,-111.8355563
33.75559706,-111.7928299
39.49353887,-114.4575215
36.13261004,-114.656157
36.53355058,-114.8974848
33.74123208,-111.976067
36.31092326,-114.7902306
35.15706681,-114.1996081
36.30230731,-113.783726
36.4049854,-113.7565413
33.62251014,-111.3081387
36.51696696,-114.9718531
36.39323661,-114.694562
33.59208759,-111.8529518
36.62792155,-115.0772486
34.98375175,-111.7574729
32.38370856,-111.7074732
36.47678978,-114.5981764
39.41480939,-114.4943424
33.66759963,-112.0405968
34.83828022,-114.2037406
36.13842515,-114.7342673
36.24740105,-114.8735337
34.10476952,-112.0174418
34.02708114,-108.6823955
34.07493581,-111.7693637
32.09421591,-111.4731837
33.30182763,-108.8298802
33.5431518,-111.292342
33.68629717,-111.8364675
33.28321725,-112.0048092
35.04874938,-114.4212374
39.61592641,-114.5546937
34.14074218,-108.8126479
33.73318917,-108.9932647
33.74713462,-111.7529636
33.31478591,-109.1813156
35.21730729,-114.176435
36.14828126,-114.6501937
39.43369407,-114.6326167
36.38231515,-114.8409669
33.40355576,-108.9129686
33.60523992,-111.8147974
33.33507444,-111.519691
39.61246424,-114.5967938
35.12632589,-114.4656661
33.52515224,-111.569326
34.0751579,-111.9428509
39.50762129,-114.5567998
32.29034821,-111.6268079
33.52191978,-111.695235
36.09038114,-114.8447417
32.71049553,-110.6806633
33.47327842,-111.9255074
34.0696003,-112.154104
39.7785281,-114.5297308
