Lat,Lon
34.616356958247096,-115.70251683711354
33.19135811,-116.4482426
33.32312664,-116.4722347
33.17749854,-116.8892263
35.2338864,-114.3057523
32.82478114,-116.8703944
36.34726459,-114.9497404
36.39781974,-114.9567277
35.29284567,-115.5253406
36.00138226,-114.7491227
36.17273188,-114.486538
32.98748547,-116.8079899
36.45006276,-114.9261548
35.28122864,-115.699671
36.41282316,-114.4818724
36.12506867,-113.6182089
34.648003,-116.1318047
34.32362593,-116.2278586
35.08065471,-114.1750919
36.33118217,-114.8962683
36.22907458,-114.769823
36.44628159,-114.8498965
34.31593789,-116.0815727
34.51238344,-116.2218373
36.13261004,-114.656157
36.53355058,-114.8974848
36.31092326,-114.7902306
33.21007427,-116.5291524
35.15706681,-114.1996081
36.30230731,-113.783726
36.4049854,-113.7565413
32.74441906,-116.9752728
36.51696696,-114.9718531
36.39323661,-114.694562
36.62792155,-115.0772486
32.86860822,-116.7399748
36.47678978,-114.5981764
34.83828022,-114.2037406
36.13842515,-114.7342673
36.24740105,-114.8735337
34.43440821,-116.5114461
33.14945443,-116.6587212
33.03374898,-116.51128
33.18080132,-116.9301117
33.11535,-116.3916129
33.47927425,-116.6902816
33.4334609,-116.6358467
35.04874938,-114.4212374
34.7706926,-116.1641215
35.22889796,-115.6440367
32.89096457,-116.3432481
35.29862085,-115.6752236
35.21730729,-114.176435
34.93341478,-115.7343485
32.79488688,-117.1423094
33.06584526,-116.9982077
36.14828126,-114.6501937
36.38231515,-114.8409669
33.09075258,-117.1553093
33.1740231,-116.5611424
34.50484502,-116.4796506
35.12247882,-115.7567526
33.10887841,-116.4155277
32.77247634,-117.0982944
35.12632589,-114.4656661
35.31462506,-115.9209781
33.06285621,-116.6958454
33.28079155,-116.3837577
32.72571365,-117.0816025
36.09038114,-114.8447417
34.58409905,-116.4479371
34.49462855,-116.07232
32.91059014,-116.9124688
33.13163064,-117.0031898
33.45673867,-116.4355178
33.09913939,-116.8014549
36.31932218,-114.0201585
36.02208139,-113.6569783
36.4828757,-114.628371
36.43083901,-114.4631075
36.27491065,-113.773105
34.62350224,-116.2040321
33.38627267,-116.616154
36.31032034,-114.5306069
33.98007223,-116.8407594
33.13384302,-116.4862807
35.14977772,-114.1366751
33.85080074,-116.5234796
34.24331262,-116.7291998
35.05670571,-115.6452572
32.87598777,-116.7014028
33.0501179,-116.5174679
33.20392688,-116.472547
36.20073199,-114.6267607
32.84953128,-116.5594751
36.25417457,-113.9652951
33.17933226,-116.9789048
36.47069321,-114.7919662
34.42245488,-116.3480603
34.12890276,-116.9709041
36.01716535,-113.9800739
32.85326655,-117.0978924
34.50640543,-116.2030968
33.01986317,-116.9399284
36.28789535,-114.8484289
36.31324335,-114.6476936
32.87079342,-116.3065923
35.1622792,-115.6810915
33.35491125,-116.5944484
33.46612866,-116.5955356
32.92327437,-116.8083739
33.39439266,-116.4705234
34.9162467,-115.9424907
36.45675777,-113.7271582
32.97101695,-116.6022844
34.4966596,-116.431151
34.56511702,-116.4503945
35.04449715,-115.5120863
36.34404446,-114.8719943
34.90956745,-114.5439277
33.99208338,-116.6926042
36.07352177,-114.6909127
32.98389634,-116.5285035
32.77072162,-116.8828404
33.43224314,-116.4331319
36.4576906,-114.0219907
33.78868754,-116.8055074
36.25729008,-113.9543847
36.47693818,-113.9272658
33.20651911,-116.6484836
36.1540551,-113.6714175
33.40965378,-116.7272749
34.25988027,-116.9284787
33.29310317,-116.704507
33.17438875,-116.7679246
32.87961556,-116.4333201
36.04632953,-114.5926608
33.28738808,-116.575664
33.33601391,-116.7806275
33.02598601,-116.6782364
33.29055138,-116.6967324
33.08208524,-116.5062827
33.84783923,-116.4909052
34.39468007,-116.337734
33.19738904,-117.1295284
32.99335489,-116.547903
34.15963874,-116.5195979
34.85686124,-114.2259074
33.42236689,-116.8092559
35.98552435,-113.9668051
36.03796222,-114.4795254
34.88809721,-115.5623736
36.01109795,-114.4588632
36.44722773,-114.5357341
35.15168106,-115.8100102
32.84505004,-117.1130915
34.39888777,-116.2827296
36.19395462,-114.8887737
36.30919671,-113.8656051
33.24278909,-116.4387076
36.4473931,-115.1464524
35.0221589,-115.4733463
34.50618785,-116.1645434
34.76050564,-116.5144313
33.06946791,-116.6663508
36.16124629,-114.8565097
33.08740215,-116.9766226
36.36155601,-114.8959289
34.38966753,-116.2690099
32.89705975,-116.91461
33.1349286,-116.572963
33.35539707,-116.3771805
33.03970642,-116.8680339
35.1607711,-115.4820766
33.30279869,-116.6064406
36.26627515,-114.8129704
36.39729829,-113.647942
33.83350757,-116.7993301
36.07664379,-114.5828634
34.10622246,-116.825021
35.16877073,-114.5429964
32.8111702,-116.8511961
34.1459414,-116.887555
