-89.064451965007,7313.3569424964935
-82.40322876,6599.0
-80.38111115,6600.0
-91.98851776,6601.0
-75.94681549,6602.0
-97.01520538,6603.0
-122.6504288,6604.0
-80.08599854,6605.0
-77.32978821,6607.0
-88.85879517,6608.0
-77.37033081,6609.0
-81.92251587,6610.0
-82.49742126,6611.0
-84.48056793,6612.0
-93.21959686,6613.0
-75.25708008,6614.0
-79.86219788,6615.0
-121.9484863,6616.0
-81.76912689,6617.0
-83.75842285,6618.0
-87.32038116,6619.0
-73.89959717,6620.0
-121.4466553,6621.0
-78.67823029,6622.0
-83.69342041,6623.0
-87.25789642,6624.0
-70.92991638,6625.0
-85.67178345,6626.0
-75.25658417,6627.0
-84.49893188,6628.0
-77.41210175,6629.0
-95.61793518,6630.0
-84.1753006,6631.0
-96.9584198,6632.0
-77.70040894,6633.0
-118.3866425,6634.0
-123.0672455,6635.0
-86.38678741,6636.0
-122.5717316,6637.0
-85.02770233,6638.0
-86.55882263,6639.0
-76.98208618,6640.0
-88.09954834,6641.0
-81.97286224,6642.0
-77.81204224,6643.0
-95.41649628,6644.0
-122.0318222,6645.0
-87.70193481,6646.0
-80.35968018,6647.0
-84.95596313,6648.0
-90.36256409,6649.0
-83.92956543,6650.0
-82.57524872,6651.0
-83.9187088,6652.0
-98.33001709,6653.0
-100.4666138,6654.0
-122.3822861,6655.0
-84.61217499,6656.0
-81.60282135,6657.0
-118.3872528,6658.0
-121.88237,6659.0
-124.1017914,6660.0
-82.15100098,6661.0
-80.5116806,6662.0
-87.38653564,6663.0
-80.64432526,6664.0
-92.08591461,6665.0
-73.95978546,6666.0
-122.3595047,6667.0
-73.93911743,6668.0
-76.01587677,6669.0
-81.42301178,6670.0
-97.00027466,6671.0
-76.63983154,6672.0
-71.35438538,6673.0
-92.45384979,6674.0
-86.2495575,6675.0
-81.17074585,6676.0
-88.31098175,6677.0
-94.95220947,6678.0
-74.08083344,6679.0
-83.49255371,6680.0
-120.0030746,6681.0
-81.04429626,6682.0
-122.1764374,6683.0
-87.66410828,6684.0
-117.4564133,6685.0
-92.90172577,6686.0
-101.4112549,6687.0
-72.06925201,6688.0
-104.8656464,6689.0
-77.5455246,6690.0
-92.27050781,6691.0
-80.15435791,6692.0
-72.37814331,6693.0
-99.33529663,6694.0
-121.8581619,6695.0
-77.30037689,6696.0
-84.17918396,6697.0
-84.68517303,6698.0
-83.40371704,6699.0
-71.71446991,6700.0
-80.8559494,6701.0
-87.79715729,6702.0
-84.54956818,6703.0
-77.4093399,6704.0
-86.44365692,6705.0
-117.7235565,6706.0
-71.30595398,6707.0
-77.49198151,6708.0
-82.83008575,6709.0
-96.63253784,6710.0
-77.708992,6711.0
-74.15440369,6712.0
-74.00052643,6713.0
-78.7942276,6714.0
-84.3927536,6715.0
-88.06834412,6716.0
-86.24823761,6717.0
-82.36763,6718.0
-86.09560394,6719.0
-114.0723419,6720.0
-92.91178131,6721.0
-122.1808624,6722.0
-85.26971436,6723.0
-74.16091156,6724.0
-83.99140167,6725.0
-122.4646378,6726.0
-86.11136627,6727.0
-120.8486557,6728.0
-122.3804169,6729.0
-114.6120224,6730.0
-71.47167206,6731.0
-123.115097,6732.0
-96.74938202,6733.0
-81.93977356,6734.0
-83.08028412,6735.0
-86.72642517,6736.0
-78.5375061,6737.0
-87.46948242,6738.0
-75.01537323,6739.0
-75.42903137,6740.0
-75.5774765,6741.0
-74.35688782,6742.0
-77.57905579,6743.0
-82.48461151,6744.0
-81.72789001,6745.0
-71.44527435,6746.0
-71.5397644,6747.0
-117.9185028,6748.0
-118.522377,6749.0
-111.6888428,6750.0
-86.91377258,6751.0
-96.74876404,6752.0
-119.3123627,6753.0
-121.6059113,6754.0
-85.79689026,6755.0
-80.8636322,6756.0
-73.40846252,6757.0
-119.5573349,6758.0
-122.3462601,6759.0
-85.64888763,6760.0
-96.52878571,6761.0
-90.42090607,6762.0
-94.54859161,6763.0
-96.89276123,6764.0
-104.8461227,6765.0
-92.46929169,6766.0
-79.94256592,6767.0
-82.43213654,6768.0
-96.76652527,6769.0
-77.96131897,6770.0
-118.0818329,6771.0
-77.40740204,6772.0
-91.63989258,6773.0
-71.3075943,6774.0
-71.21128082,6775.0
-78.36885834,6776.0
-73.96743011,6777.0
-75.00121307,6778.0
-76.74152374,6779.0
-95.97466278,6780.0
-119.5570831,6781.0
-116.2576218,6782.0
-73.3719101,6783.0
-117.2304916,6784.0
-85.40886688,6785.0
-72.7654953,6786.0
-82.19821167,6787.0
-87.2433548,6788.0
-83.02927399,6789.0
-79.56893921,6790.0
-81.53868866,6791.0
-83.94783783,6792.0
-77.1114502,6793.0
-77.70184326,6794.0
-122.475174,6795.0
-76.62879944,6796.0
-97.06784821,6797.0
-104.7638321,6798.0
-77.49855042,6799.0
-75.29503632,6800.0
-80.12172699,6801.0
-75.84223938,6802.0
-90.1060257,6803.0
-89.9458313,6804.0
-77.01040649,6805.0
-90.42365265,6806.0
-77.58789063,6807.0
-106.2697906,6808.0
-83.07389069,6809.0
-77.07935333,6810.0
-78.98342133,6811.0
-81.08979797,6812.0
-82.09372711,6813.0
-84.08398438,6814.0
-82.22731018,6815.0
-82.76274109,6816.0
-82.83777618,6817.0
-95.03372955,6818.0
-104.7702866,6819.0
-112.2181396,6820.0
-80.14622498,6821.0
-121.6869736,6822.0
-93.14914703,6823.0
-80.46321106,6824.0
-85.68778229,6825.0
-118.3889313,6826.0
-85.82644653,6827.0
-74.01145172,6828.0
-95.37663269,6829.0
-117.9137802,6830.0
-84.13165283,6831.0
-71.34602356,6832.0
-122.0324631,6833.0
-118.2250824,6834.0
-81.26477051,6835.0
-83.16629028,6836.0
-86.53465271,6837.0
-75.54664612,6838.0
-73.69347382,6839.0
-95.51242065,6840.0
-73.84867859,6841.0
-122.0204697,6842.0
-71.4130249,6843.0
-97.00585175,6844.0
-99.34529877,6845.0
-104.924614,6846.0
-75.21668243,6847.0
-93.26584625,6848.0
-84.58834839,6849.0
-123.3823166,6850.0
-90.14130402,6851.0
-119.7939377,6852.0
-121.9612274,6853.0
-74.90547943,6854.0
-111.6945267,6855.0
-83.30678558,6856.0
-79.84683228,6857.0
-112.4525909,6858.0
-121.267662,6859.0
-89.62968445,6860.0
-94.6675415,6861.0
-85.02747345,6862.0
-81.87400818,6863.0
-122.6432343,6864.0
-73.98122406,6865.0
-86.29453278,6866.0
-94.23148346,6867.0
-71.81926727,6868.0
-122.7413483,6869.0
