37.77253945,-77.49954987,1
42.09013298,-87.68915558,2
39.56341754,-75.58753204,3
39.45302347,-87.69374084,4
38.9537989,-77.01656342,5
39.90031211,-75.74486542,6
36.24009843,-115.1586914,7
26.11330818,-80.09202576,8
34.27036086,-118.3162918,9
38.81664153,-97.62573242,10
33.67614531,-118.1892776,11
28.74612042,-81.44248199,12
38.35152702,-81.69611359,13
39.57271402,-86.35784912,14
30.19543489,-81.45937347,15
40.49826888,-74.16846466,16
34.05601838,-117.9957428,17
38.14426403,-122.5368347,18
38.92940099,-94.39599609,19
39.51639552,-77.81656647,20
29.19432608,-81.04883575,21
41.30755919,-73.79240417,22
42.38698723,-70.92178345,23
41.95435347,-83.66780853,24
33.75833444,-117.2264633,25
38.70400011,-77.17221832,26
27.11794142,-80.29223633,27
42.72659007,-73.8391571,28
38.24883451,-83.43732452,29
42.68240272,-83.50158691,30
35.84544117,-80.48655701,31
40.40200598,-74.30738068,32
40.11912498,-82.81302643,33
43.06551173,-78.81848907,34
39.28017919,-84.57103729,35
29.52801577,-95.07781982,36
39.2091752,-77.24200439,37
42.33901407,-88.03287506,38
35.41004731,-80.85927582,39
32.68078506,-96.5825119,40
35.97415588,-80.21882629,41
39.71634896,-86.14766693,42
42.94410863,-77.70864105,43
30.33959457,-86.63752747,44
33.82190368,-84.17020416,45
41.55862991,-79.70453644,46
45.56875545,-90.3940506,47
41.29609903,-73.42475891,48
34.99295881,-90.0011673,49
35.71834198,-80.88929749,50
34.79656495,-92.49948883,51
41.61079935,-93.56027985,52
41.9941737,-85.60514832,53
33.17446238,-111.8575134,54
32.49990966,-97.19348145,55
41.46891644,-87.68016815,56
33.74886386,-116.528038,57
40.5936561,-74.38737488,58
42.82766923,-82.757164,59
40.16956608,-76.90759277,60
35.21810391,-80.8068924,61
46.00150293,-112.0967865,62
33.57617203,-81.94897461,63
41.91500357,-73.91139221,64
40.43641605,-86.91741943,65
26.12368803,-81.7673111,66
36.01992434,-86.87579346,67
38.05379147,-121.2782669,68
45.55608756,-122.6356049,69
40.40110079,-79.92282867,70
33.35078941,-84.16101074,71
42.43723425,-78.49629211,72
30.47066526,-89.77869415,73
39.26348791,-77.70367432,74
32.63532835,-97.10649872,75
29.9790585,-90.98683929,76
34.02511459,-117.9439774,77
43.5220329,-84.2220993,78
39.72728448,-104.9723663,79
39.08440899,-77.26223755,80
40.96860817,-73.99507904,81
39.71202625,-85.96994019,82
33.93038792,-118.1718369,83
33.68051379,-117.5598984,84
33.76472718,-112.3937683,85
40.66315615,-74.00758362,86
33.49778153,-79.2942276,87
41.18378848,-72.05337524,88
29.76566526,-95.35452271,89
41.02855794,-74.42582703,90
38.64684346,-78.625,91
34.0881901,-84.71812439,92
35.20230509,-89.76235962,93
35.18808567,-106.6032028,94
40.24174172,-76.80252075,95
29.506211,-95.42640686,96
26.0182241,-81.72032166,97
35.7160912,-78.59965515,98
35.01972584,-85.2477417,99
34.13518995,-118.0231247,100
32.55011178,-86.28220367,101
38.09167773,-87.57395172,102
38.70491425,-77.39704895,103
42.38116667,-83.40740204,104
42.11043676,-71.86470032,105
40.71216987,-73.82091522,106
38.84363896,-94.47149658,107
35.94809298,-78.58233643,108
34.28552118,-117.5570602,109
39.81904349,-75.16519928,110
33.84122618,-97.13312531,111
36.30921507,-115.1548691,112
30.47480661,-92.43900299,113
27.84538271,-82.45007324,114
32.25676672,-82.41679382,115
41.58984801,-81.53755951,116
32.92199667,-117.0413742,117
40.79862063,-73.82739258,118
40.89966466,-73.03201294,119
40.79097809,-77.81365967,120
45.27646235,-123.8449402,121
42.52308072,-83.14215851,122
40.71095957,-73.84331512,123
29.81428361,-95.22255707,124
39.75358048,-74.87420654,125
29.42077289,-95.15211487,126
32.34006429,-106.7354965,127
40.56682272,-122.3309479,128
41.78456978,-87.88420105,129
43.17073272,-78.8776474,130
35.21816044,-80.77066803,131
35.77202286,-82.01887512,132
44.66697329,-84.71311951,133
40.86046415,-122.3562927,134
33.82682476,-112.0291519,135
36.88423642,-79.91842651,136
40.46563423,-105.0962219,137
26.76517397,-80.05213165,138
33.29456922,-86.91770935,139
27.72131966,-82.71424103,140
42.10183489,-83.25028229,141
41.79512051,-71.09105682,142
33.52767842,-112.0986023,143
36.18873763,-115.1204529,144
29.78504169,-90.09670258,145
39.61895807,-74.99985504,146
29.37132859,-98.66562653,147
34.99511876,-88.55575562,148
40.565611,-74.12508392,149
42.42872805,-87.94087982,150
43.20433882,-76.21143341,151
39.33995195,-121.5384521,152
29.51468123,-98.49741364,153
